"muniYear","POB_TOT"
"07066_1998",15348
"07021_1998",18359
"07005_1998",17250
"07048_1998",20153
"07047_1998",12379
"07114_1998",NA
"07011_1998",17631
"07083_1998",14615
"07062_1998",15652
"07001_1998",13534
"07016_1998",15701
"07022_1998",11253
"07105_1998",13484
"07104_1998",11494
"07035_1998",10478
"07070_1998",11202
"07082_1998",7095
"07115_1998",NA
"07091_1998",9760
"07060_1998",8445
"07024_1998",7558
"07067_1998",7929
"07056_1998",7143
"07116_1998",NA
"07042_1998",8428
"07043_1998",8745
"07085_1998",7477
"07007_1998",6645
"07073_1998",6580
"07018_1998",6893
"07084_1998",7429
"07053_1998",7306
"07117_1998",NA
"07025_1998",6728
"07010_1998",6449
"07033_1998",4730
"07098_1998",5159
"07036_1998",5837
"07110_1998",5272
"07113_1998",NA
"07028_1998",5048
"07055_1998",4624
"07045_1998",4629
"07050_1998",5229
"07118_1998",NA
"07029_1998",4164
"07058_1998",3203
"07090_1998",3493
"07063_1998",3090
"07119_1998",NA
"07088_1998",1716
"08037_1998",1131354
"08019_1998",653778
"08017_1998",122665
"08021_1998",114173
"08032_1998",99839
"08050_1998",54258
"08029_1998",45962
"08011_1998",46065
"08027_1998",39867
"08045_1998",39261
"08036_1998",38886
"08031_1998",39545
"08040_1998",34258
"08062_1998",30805
"08048_1998",24065
"08009_1998",27054
"08052_1998",24014
"08005_1998",21004
"08002_1998",19624
"08010_1998",19708
"08065_1998",18284
"08007_1998",16816
"08055_1998",14905
"08004_1998",4625
"08060_1998",12026
"08008_1998",11950
"08001_1998",12212
"08013_1998",10158
"08035_1998",10442
"08030_1998",8457
"08054_1998",9726
"08025_1998",9117
"08028_1998",9861
"08012_1998",7928
"08059_1998",6386
"08046_1998",8932
"08003_1998",8909
"08034_1998",7864
"08063_1998",7154
"08053_1998",8937
"08066_1998",8403
"08020_1998",6950
"08006_1998",6726
"08051_1998",7364
"08067_1998",5621
"08018_1998",5946
"08061_1998",5320
"08023_1998",3784
"08038_1998",5232
"08022_1998",4153
"08026_1998",4204
"08047_1998",5184
"08044_1998",4453
"08024_1998",4964
"08039_1998",4298
"08043_1998",3348
"08016_1998",3804
"08049_1998",3063
"08058_1998",2901
"08057_1998",2448
"08056_1998",2784
"08014_1998",2341
"08042_1998",1963
"08064_1998",2325
"08015_1998",1860
"08041_1998",1909
"08033_1998",1273
"09007_1998",1742241
"09005_1998",1244046
"09010_1998",682966
"09012_1998",569893
"09003_1998",645618
"09015_1998",525774
"09017_1998",471801
"09002_1998",446604
"09006_1998",414368
"09014_1998",364240
"09013_1998",354316
"09016_1998",357297
"09011_1998",283079
"09008_1998",217932
"09004_1998",145310
"09009_1998",90171
"10005_1998",480506
"10007_1998",266686
"10012_1998",109622
"10023_1998",44689
"10032_1998",43307
"10014_1998",27232
"10004_1998",33535
"10008_1998",32281
"10001_1998",32670
"10039_1998",26734
"10034_1998",27231
"10036_1998",21070
"10013_1998",23016
"10022_1998",25144
"10026_1998",22409
"10038_1998",19938
"10016_1998",18540
"10035_1998",13194
"10018_1998",12740
"10020_1998",13496
"10028_1998",13025
"10015_1998",12624
"10024_1998",12907
"10017_1998",10703
"10006_1998",11324
"10009_1998",11051
"10021_1998",10796
"10037_1998",8759
"10011_1998",6300
"10031_1998",7383
"10027_1998",6825
"10033_1998",7403
"10025_1998",4427
"10010_1998",4844
"10003_1998",4876
"10019_1998",5259
"10002_1998",4399
"10030_1998",1979
"10029_1998",2183
"11020_1998",1096807
"11017_1998",428923
"11007_1998",371299
"11027_1998",224426
"11037_1998",133206
"11015_1998",135834
"11003_1998",128189
"11014_1998",124888
"11023_1998",143100
"11042_1998",131076
"11033_1998",94163
"11031_1998",99040
"11030_1998",95235
"11002_1998",111421
"11028_1998",95850
"11011_1998",80887
"11005_1998",66319
"11001_1998",77334
"11035_1998",64042
"11009_1998",65320
"11025_1998",40473
"11032_1998",52997
"11046_1998",74388
"11004_1998",55823
"11041_1998",51486
"11026_1998",51564
"11044_1998",44596
"11019_1998",54377
"11021_1998",47141
"11029_1998",33245
"11008_1998",38095
"11039_1998",37367
"11018_1998",31508
"11012_1998",25165
"11013_1998",19420
"11022_1998",20626
"11016_1998",19612
"11043_1998",17757
"11040_1998",14148
"11038_1998",11728
"11010_1998",9985
"11024_1998",10448
"11045_1998",11266
"11036_1998",7492
"11006_1998",5231
"11034_1998",4432
"12001_1998",708205
"12029_1998",183577
"12035_1998",120968
"12028_1998",101287
"12038_1998",92100
"12055_1998",98173
"12066_1998",54304
"12021_1998",68427
"12012_1998",53382
"12046_1998",47834
"12057_1998",60960
"12011_1998",61857
"12058_1998",53678
"12075_1998",39073
"12053_1998",47979
"12048_1998",46844
"12056_1998",41776
"12022_1998",45632
"12052_1998",34503
"12061_1998",33635
"12003_1998",39972
"12034_1998",36528
"12050_1998",33845
"12032_1998",34591
"12076_1998",20952
"12051_1998",31469
"12059_1998",31724
"12041_1998",30517
"12007_1998",32808
"12013_1998",32404
"12043_1998",28736
"12027_1998",26367
"12054_1998",28104
"12071_1998",20967
"12068_1998",27577
"12023_1998",25406
"12010_1998",20359
"12002_1998",20467
"12040_1998",22663
"12045_1998",21376
"12039_1998",22428
"12073_1998",23083
"12072_1998",10641
"12062_1998",14319
"12074_1998",17530
"12067_1998",21928
"12030_1998",18344
"12020_1998",15081
"12004_1998",15697
"12078_1998",NA
"12042_1998",14226
"12079_1998",NA
"12017_1998",15929
"12025_1998",14605
"12014_1998",15813
"12064_1998",13291
"12016_1998",15321
"12033_1998",13822
"12019_1998",13257
"12006_1998",13356
"12060_1998",13046
"12018_1998",12961
"12077_1998",NA
"12015_1998",12236
"12049_1998",10672
"12044_1998",10041
"12069_1998",11216
"12036_1998",9643
"12081_1998",NA
"12026_1998",9782
"12063_1998",8540
"12031_1998",7853
"12008_1998",8545
"12070_1998",7584
"12047_1998",7620
"12024_1998",6404
"12009_1998",5968
"12037_1998",7147
"12080_1998",NA
"12065_1998",6692
"12005_1998",5742
"13048_1998",235004
"13077_1998",117268
"13051_1998",36104
"13028_1998",103760
"13069_1998",43412
"13076_1998",85008
"13030_1998",75029
"13063_1998",65430
"13016_1998",44624
"13003_1998",45287
"13061_1998",49016
"13067_1998",37491
"13041_1998",35119
"13029_1998",37767
"13083_1998",23959
"13008_1998",38559
"13002_1998",35421
"13084_1998",37823
"13073_1998",31832
"13046_1998",37819
"13013_1998",23926
"13059_1998",29969
"13056_1998",24787
"13052_1998",23139
"13023_1998",28345
"13054_1998",28907
"13081_1998",24051
"13062_1998",25203
"13010_1998",20879
"13074_1998",22036
"13012_1998",25736
"13027_1998",24130
"13025_1998",23905
"13080_1998",20388
"13018_1998",20439
"13050_1998",19131
"13037_1998",20992
"13001_1998",18985
"13006_1998",16818
"13011_1998",17652
"13078_1998",16535
"13070_1998",13719
"13053_1998",18505
"13009_1998",14152
"13060_1998",16871
"13082_1998",14358
"13015_1998",17542
"13005_1998",14300
"13049_1998",16230
"13019_1998",14938
"13024_1998",15194
"13014_1998",16280
"13055_1998",13591
"13058_1998",16759
"13044_1998",14807
"13075_1998",10769
"13057_1998",13106
"13068_1998",13788
"13021_1998",12252
"13022_1998",10681
"13039_1998",13065
"13026_1998",10726
"13017_1998",11676
"13031_1998",12835
"13066_1998",8916
"13007_1998",10310
"13032_1998",9391
"13035_1998",10163
"13040_1998",11211
"13065_1998",8883
"13042_1998",10551
"13071_1998",10746
"13064_1998",8553
"13072_1998",9762
"13034_1998",9703
"13045_1998",7374
"13036_1998",8658
"13004_1998",8690
"13038_1998",6898
"13079_1998",7648
"13043_1998",7076
"13047_1998",5800
"13020_1998",2937
"13033_1998",3115
"14039_1998",1641065
"14120_1998",969938
"14098_1998",464040
"14097_1998",113928
"14101_1998",309335
"14067_1998",169907
"14070_1998",77824
"14053_1998",126850
"14093_1998",115135
"14023_1998",85351
"14063_1998",81717
"14083_1998",52524
"14008_1998",74089
"14073_1998",54521
"14124_1998",52856
"14018_1998",58380
"14006_1998",56546
"14015_1998",49561
"14013_1998",50923
"14035_1998",46061
"14044_1998",21196
"14066_1998",39205
"14030_1998",42138
"14050_1998",35219
"14085_1998",40791
"14094_1998",34544
"14022_1998",31589
"14091_1998",37663
"14016_1998",34791
"14082_1998",30935
"14100_1998",34145
"14108_1998",33357
"14046_1998",27370
"14078_1998",27494
"14064_1998",26625
"14121_1998",28973
"14119_1998",25832
"14077_1998",27279
"14024_1998",26113
"14047_1998",20131
"14043_1998",22668
"14037_1998",21672
"14118_1998",23679
"14003_1998",20068
"14002_1998",19453
"14105_1998",19948
"14055_1998",18095
"14021_1998",21307
"14001_1998",18719
"14033_1998",21034
"14096_1998",19845
"14048_1998",20046
"14116_1998",14692
"14009_1998",14136
"14036_1998",17175
"14045_1998",19401
"14086_1998",14912
"14061_1998",14157
"14125_1998",NA
"14027_1998",15869
"14025_1998",16921
"14087_1998",17852
"14029_1998",17344
"14051_1998",11680
"14109_1998",15465
"14123_1998",15292
"14114_1998",15983
"14088_1998",15995
"14065_1998",14546
"14113_1998",13960
"14074_1998",14326
"14005_1998",12018
"14084_1998",13987
"14110_1998",14268
"14058_1998",13942
"14079_1998",12585
"14059_1998",10870
"14017_1998",13269
"14092_1998",11950
"14069_1998",11511
"14068_1998",12219
"14049_1998",10505
"14099_1998",9314
"14020_1998",8975
"14040_1998",8587
"14042_1998",9000
"14095_1998",8269
"14007_1998",8744
"14014_1998",8919
"14103_1998",7379
"14072_1998",6386
"14019_1998",5236
"14060_1998",7114
"14041_1998",6440
"14090_1998",7185
"14080_1998",6772
"14122_1998",6526
"14111_1998",5838
"14102_1998",6244
"14010_1998",5851
"14104_1998",5481
"14054_1998",6005
"14115_1998",5869
"14107_1998",5862
"14052_1998",5867
"14032_1998",5376
"14026_1998",5591
"14112_1998",5713
"14004_1998",5319
"14011_1998",5352
"14038_1998",4807
"14117_1998",4601
"14081_1998",4196
"14071_1998",4462
"14012_1998",4368
"14106_1998",4025
"14076_1998",3974
"14062_1998",3874
"14031_1998",3882
"14057_1998",3647
"14075_1998",3523
"14089_1998",3198
"14028_1998",2478
"14056_1998",2814
"14034_1998",2198
"15033_1998",1554322
"15058_1998",1229124
"15106_1998",623700
"15057_1998",851065
"15104_1998",718095
"15031_1998",457607
"15121_1998",438686
"15109_1998",402334
"15013_1998",451269
"15039_1998",247474
"15081_1998",162614
"15060_1998",256051
"15122_1998",308383
"15025_1998",199881
"15070_1998",198310
"15020_1998",232187
"15037_1998",182944
"15099_1998",191088
"15054_1998",187743
"15029_1998",75025
"15120_1998",96438
"15118_1998",115055
"15074_1998",168435
"15005_1998",104793
"15042_1998",112089
"15002_1998",58441
"15108_1998",85937
"15024_1998",67828
"15051_1998",91932
"15035_1998",36050
"15114_1998",69840
"15087_1998",65791
"15014_1998",71822
"15088_1998",72142
"15082_1998",90840
"15095_1998",59008
"15124_1998",NA
"15045_1998",65643
"15090_1998",60772
"15067_1998",54099
"15101_1998",55373
"15076_1998",57358
"15047_1998",54488
"15091_1998",61422
"15113_1998",47664
"15062_1998",47162
"15001_1998",56027
"15110_1998",53201
"15048_1998",48624
"15085_1998",60824
"15011_1998",31695
"15053_1998",35950
"15092_1998",42379
"15018_1998",33839
"15111_1998",38911
"15115_1998",39211
"15009_1998",43786
"15003_1998",36982
"15103_1998",40812
"15112_1998",34900
"15036_1998",32437
"15023_1998",33380
"15100_1998",17803
"15021_1998",33124
"15059_1998",17599
"15084_1998",27254
"15064_1998",30029
"15096_1998",26697
"15105_1998",34898
"15040_1998",28134
"15019_1998",27608
"15065_1998",27564
"15063_1998",24693
"15032_1998",26671
"15086_1998",29286
"15044_1998",29351
"15015_1998",24569
"15093_1998",21325
"15008_1998",29600
"15056_1998",25748
"15043_1998",18533
"15010_1998",22658
"15028_1998",18352
"15068_1998",22700
"15026_1998",22053
"15123_1998",NA
"15016_1998",19404
"15080_1998",26421
"15052_1998",21076
"15073_1998",9822
"15075_1998",18517
"15030_1998",16916
"15050_1998",18361
"15007_1998",20182
"15094_1998",16169
"15097_1998",15364
"15046_1998",13953
"15119_1998",14454
"15117_1998",15275
"15102_1998",14252
"15004_1998",14787
"15022_1998",9829
"15049_1998",10518
"15071_1998",10846
"15079_1998",9317
"15072_1998",8727
"15083_1998",8374
"15055_1998",8996
"15089_1998",7982
"15107_1998",10861
"15012_1998",7745
"15027_1998",5499
"15038_1998",7503
"15006_1998",8396
"15125_1998",NA
"15017_1998",5485
"15078_1998",8456
"15034_1998",7514
"15061_1998",7086
"15041_1998",6136
"15077_1998",5042
"15098_1998",3894
"15066_1998",4986
"15069_1998",3272
"15116_1998",3529
"16053_1998",603181
"16102_1998",259634
"16108_1998",161180
"16052_1998",164624
"16112_1998",135017
"16006_1998",116694
"16034_1998",104891
"16088_1998",38275
"16069_1998",86382
"16066_1998",76818
"16050_1998",67885
"16082_1998",56681
"16076_1998",60549
"16107_1998",69427
"16071_1998",72685
"16043_1998",54420
"16075_1998",55800
"16079_1998",38293
"16110_1998",48911
"16012_1998",38362
"16038_1998",45728
"16055_1998",42177
"16025_1998",30111
"16065_1998",30956
"16045_1998",36680
"16009_1998",30850
"16097_1998",36088
"16035_1998",34433
"16017_1998",29353
"16085_1998",33215
"16106_1998",26609
"16083_1998",24742
"16020_1998",26003
"16084_1998",24524
"16113_1998",27436
"16056_1998",22738
"16073_1998",23874
"16068_1998",19725
"16093_1998",22328
"16016_1998",23844
"16098_1998",23779
"16064_1998",23614
"16089_1998",24351
"16008_1998",21012
"16103_1998",22684
"16061_1998",18129
"16067_1998",20467
"16010_1998",23599
"16033_1998",19633
"16019_1998",21564
"16104_1998",21161
"16022_1998",18654
"16015_1998",21333
"16003_1998",19554
"16047_1998",18079
"16063_1998",18518
"16002_1998",20037
"16105_1998",18066
"16062_1998",19966
"16058_1998",15026
"16077_1998",19059
"16080_1998",16988
"16024_1998",16249
"16099_1998",17911
"16049_1998",16581
"16044_1998",14784
"16111_1998",12300
"16040_1998",16412
"16092_1998",16535
"16031_1998",15712
"16030_1998",15561
"16004_1998",15483
"16070_1998",15580
"16042_1998",14617
"16029_1998",14922
"16086_1998",14453
"16032_1998",13239
"16041_1998",12988
"16078_1998",13869
"16090_1998",11472
"16087_1998",13081
"16091_1998",12640
"16100_1998",12412
"16014_1998",13729
"16046_1998",11252
"16072_1998",13756
"16051_1998",11496
"16036_1998",11893
"16037_1998",10435
"16023_1998",11022
"16054_1998",11332
"16021_1998",11327
"16095_1998",11675
"16094_1998",9013
"16101_1998",11272
"16001_1998",10003
"16011_1998",9717
"16005_1998",10050
"16074_1998",10131
"16013_1998",10394
"16028_1998",7529
"16060_1998",9914
"16096_1998",10143
"16018_1998",9358
"16081_1998",8709
"16039_1998",6673
"16059_1998",8477
"16057_1998",8266
"16027_1998",7749
"16026_1998",7070
"16048_1998",5238
"16109_1998",4295
"16007_1998",2738
"17007_1998",329760
"17011_1998",162304
"17006_1998",148879
"17018_1998",90865
"17029_1998",82245
"17008_1998",54341
"17004_1998",67520
"17028_1998",43579
"17017_1998",52908
"17012_1998",52725
"17030_1998",35349
"17024_1998",44514
"17020_1998",30186
"17031_1998",33085
"17003_1998",29815
"17025_1998",29947
"17019_1998",23808
"17015_1998",23309
"17002_1998",13801
"17022_1998",16122
"17009_1998",14525
"17016_1998",14872
"17001_1998",16215
"17026_1998",13019
"17010_1998",13442
"17033_1998",11997
"17013_1998",13438
"17027_1998",8521
"17014_1998",8513
"17005_1998",9307
"17032_1998",7802
"17021_1998",6887
"17023_1998",5344
"18017_1998",300156
"18020_1998",54347
"18015_1998",95141
"18004_1998",64970
"18008_1998",36405
"18016_1998",43311
"18012_1998",42664
"18009_1998",25936
"18001_1998",36845
"18010_1998",34812
"18018_1998",31466
"18006_1998",25681
"18011_1998",21670
"18014_1998",20795
"18007_1998",16560
"18002_1998",15669
"18019_1998",13486
"18003_1998",12291
"18005_1998",10274
"18013_1998",7767
"19039_1998",1101798
"19026_1998",649180
"19006_1998",255757
"19046_1998",493277
"19021_1998",208922
"19031_1998",59334
"19048_1998",216730
"19018_1998",26863
"19019_1998",123927
"19009_1998",69731
"19041_1998",10491
"19033_1998",67948
"19025_1998",5718
"19038_1998",52328
"19045_1998",17718
"19012_1998",10073
"19049_1998",35739
"19017_1998",40549
"19010_1998",6449
"19014_1998",35133
"19044_1998",32003
"19004_1998",25779
"19005_1998",18425
"19022_1998",15919
"19047_1998",13981
"19007_1998",15175
"19013_1998",11747
"19011_1998",8905
"19036_1998",7329
"19029_1998",6462
"19020_1998",5890
"19042_1998",5815
"19024_1998",5693
"19034_1998",4423
"19037_1998",4941
"19032_1998",5301
"19002_1998",4431
"19051_1998",4289
"19003_1998",2456
"19008_1998",3421
"19030_1998",3499
"19027_1998",2821
"19016_1998",3073
"19043_1998",2683
"19015_1998",2262
"19001_1998",2269
"19050_1998",2177
"19023_1998",1697
"19035_1998",1176
"19028_1998",1308
"19040_1998",1168
"20067_1998",251547
"20184_1998",131395
"20043_1998",77475
"20385_1998",47636
"20079_1998",76350
"20039_1998",50993
"20515_1998",52792
"20482_1998",43350
"20390_1998",40640
"20318_1998",30210
"20324_1998",34422
"20334_1998",41774
"20002_1998",44349
"20413_1998",27050
"20565_1998",17656
"20044_1998",41222
"20059_1998",31048
"20057_1998",40431
"20397_1998",27248
"20278_1998",35161
"20469_1998",28630
"20399_1998",13787
"20073_1998",26305
"20041_1998",29445
"20198_1998",26453
"20014_1998",22197
"20134_1998",21458
"20439_1998",18666
"20085_1998",20954
"20401_1998",17087
"20190_1998",21552
"20107_1998",13491
"20559_1998",22640
"20551_1998",13192
"20068_1998",17775
"20023_1998",12156
"20232_1998",19433
"20406_1998",20316
"20028_1998",17901
"20171_1998",18479
"20570_1998",16603
"20467_1998",17871
"20207_1998",16871
"20006_1998",13147
"20386_1998",14614
"20124_1998",15296
"20350_1998",14231
"20526_1998",12929
"20205_1998",16178
"20427_1998",13400
"20447_1998",15176
"20293_1998",6006
"20364_1998",13426
"20021_1998",14499
"20227_1998",9281
"20157_1998",6113
"20005_1998",14751
"20557_1998",12442
"20327_1998",13701
"20248_1998",10188
"20010_1998",13128
"20468_1998",12123
"20058_1998",13603
"20418_1998",10785
"20466_1998",9851
"20150_1998",9275
"20375_1998",6159
"20450_1998",9140
"20277_1998",12566
"20298_1998",10543
"20242_1998",8404
"20312_1998",9615
"20549_1998",12210
"20525_1998",10334
"20125_1998",10924
"20166_1998",9764
"20136_1998",11234
"20309_1998",10444
"20377_1998",10168
"20025_1998",9582
"20414_1998",10028
"20208_1998",9423
"20537_1998",7985
"20325_1998",8924
"20509_1998",7754
"20338_1998",7180
"20131_1998",9467
"20012_1998",8961
"20483_1998",7473
"20553_1998",6473
"20188_1998",8303
"20307_1998",9450
"20177_1998",9269
"20016_1998",5367
"20545_1998",7317
"20417_1998",9563
"20475_1998",8444
"20437_1998",7805
"20083_1998",4510
"20143_1998",9316
"20295_1998",8404
"20513_1998",7539
"20115_1998",4465
"20407_1998",7096
"20026_1998",7849
"20409_1998",7236
"20348_1998",8747
"20185_1998",7632
"20441_1998",5758
"20426_1998",6851
"20266_1998",8386
"20030_1998",7791
"20310_1998",3425
"20064_1998",7735
"20500_1998",7590
"20229_1998",5265
"20045_1998",3903
"20042_1998",7042
"20275_1998",5320
"20505_1998",7604
"20135_1998",6014
"20540_1998",6133
"20141_1998",5389
"20234_1998",6770
"20261_1998",6141
"20031_1998",6144
"20520_1998",7029
"20105_1998",5946
"20392_1998",6788
"20009_1998",5423
"20294_1998",5030
"20498_1998",6638
"20070_1998",6069
"20178_1998",3347
"20446_1998",6472
"20072_1998",5624
"20265_1998",5973
"20210_1998",6533
"20052_1998",6249
"20272_1998",6069
"20300_1998",5177
"20560_1998",5672
"20040_1998",6091
"20470_1998",6147
"20090_1998",5523
"20225_1998",5244
"20103_1998",4781
"20398_1998",5658
"20543_1998",5162
"20015_1998",5561
"20546_1998",5468
"20036_1998",5655
"20066_1998",5459
"20554_1998",5550
"20337_1998",5196
"20539_1998",3672
"20502_1998",5031
"20550_1998",4712
"20159_1998",4493
"20460_1998",4589
"20091_1998",3608
"20517_1998",3425
"20130_1998",4728
"20126_1998",4056
"20326_1998",4504
"20516_1998",4216
"20253_1998",4225
